Status,Seniority,Home,Marital,Records,Job,Income,Debt,Savings
good,3,other,single,no_rec,freelance,150,0,1.5
good,29,owner,married,no_rec,fixed,118,0,3.712
good,12,owner,married,no_rec,fixed,130,0,2.27027027
good,15,owner,married,no_rec,fixed,125,200,7.488
good,5,rent,married,no_rec,freelance,171,0,2.256
good,0,owner,married,no_rec,fixed,265,1100,5.374285714
good,10,rent,single,no_rec,freelance,100,0,2.275862069
bad,4,rent,married,no_rec,freelance,69,0,-0.39
good,12,owner,married,no_rec,fixed,293,0,8.061633282
good,13,priv,widow,no_rec,fixed,87,0,2.936470588
good,16,owner,married,no_rec,fixed,110,2000,1.928571429
good,2,owner,married,no_rec,freelance,75,0,0
bad,3,other,married,no_rec,freelance,40,0,-2.8
good,4,owner,married,no_rec,fixed,140,1500,8
bad,0,rent,married,no_rec,freelance,122,0,5.410909091
bad,0,parents,single,no_rec,partime,161,0,7.2
good,2,parents,single,no_rec,fixed,70,0,0.247058824
good,18,owner,married,no_rec,fixed,65,0,-0.514285714
good,4,other,married,no_rec,partime,66,0,0.110769231
bad,4,rent,married,yes_rec,fixed,73,0,2.569948187
good,7,rent,married,no_rec,freelance,178,0,5.142857143
good,0,parents,separated,no_rec,partime,140,0,8.256880734
bad,2,owner,single,no_rec,freelance,50,0,0.9375
bad,2,owner,married,no_rec,fixed,78,6300,-1.674418605
bad,10,owner,married,no_rec,freelance,60,0,-0.54
good,11,owner,married,no_rec,freelance,350,0,11.6
good,1,rent,married,no_rec,fixed,140,0,2.16
good,2,owner,married,no_rec,partime,125,0,3
good,22,rent,married,yes_rec,fixed,121,0,0.912
good,0,owner,single,no_rec,partime,155,0,6.545454545
good,2,priv,single,no_rec,fixed,133,0,4.704
good,20,owner,married,no_rec,fixed,117,0,2.52
bad,1,parents,single,no_rec,fixed,125,0,5.4
good,5,priv,married,yes_rec,fixed,136,500,2.859574468
good,3,owner,married,no_rec,freelance,25,1800,-8.16
bad,11,rent,married,no_rec,fixed,176,0,8.537142857
good,20,other,married,yes_rec,freelance,430,0,4.62
bad,1,rent,married,no_rec,fixed,125,0,1.85
good,8,owner,widow,no_rec,fixed,79,0,3.105882353
bad,1,rent,married,yes_rec,partime,92,0,1.743157895
good,0,parents,married,no_rec,fixed,176,0,6.834782609
bad,2,priv,married,no_rec,fixed,85,0,0.571428571
good,1,owner,married,no_rec,fixed,188,0,3.36
good,2,rent,married,no_rec,freelance,300,0,6.352941176
bad,1,parents,single,no_rec,fixed,100,0,2.6
good,13,rent,married,no_rec,fixed,120,0,3.78
good,1,parents,single,no_rec,partime,60,0,3
bad,1,rent,married,no_rec,fixed,125,0,0.96
good,19,owner,married,no_rec,fixed,464,0,4.08
good,5,parents,married,yes_rec,fixed,176,0,8.46
good,19,parents,single,no_rec,fixed,90,0,2.0625
good,8,owner,married,no_rec,freelance,200,0,11.2
good,1,parents,single,no_rec,fixed,415,0,13.02857143
good,11,owner,married,no_rec,fixed,318,3300,10.66666667
good,6,owner,single,no_rec,fixed,163,0,1.92
bad,4,rent,married,no_rec,fixed,72,0,-1.25
good,2,owner,married,no_rec,fixed,156,198,4.220129032
bad,0,owner,widow,no_rec,others,49,0,1.26
good,8,owner,married,no_rec,fixed,110,0,2.210526316
good,3,owner,married,no_rec,fixed,140,1200,5.533333333
good,2,owner,married,no_rec,freelance,92,850,1.41
bad,4,rent,widow,yes_rec,freelance,74,0,1.376470588
good,6,owner,married,no_rec,partime,145,0,4.08
good,2,parents,married,no_rec,fixed,104,0,1.45
good,4,owner,married,yes_rec,freelance,400,0,7.8
good,0,owner,married,no_rec,partime,95,0,2.4
good,5,owner,married,no_rec,freelance,150,0,1.8
good,1,parents,single,no_rec,fixed,160,0,6
good,14,owner,married,no_rec,fixed,177,0,4.84137931
good,12,owner,married,no_rec,fixed,85,0,2.4
bad,6,rent,married,yes_rec,freelance,380,0,9.612
good,13,owner,married,no_rec,fixed,107,0,2.82
good,0,owner,married,no_rec,others,134,0,5.1264
bad,2,rent,single,no_rec,fixed,81,0,3.247058824
good,21,rent,married,no_rec,fixed,191,0,2.01
bad,0,owner,married,no_rec,partime,100,0,1.5
good,2,parents,single,no_rec,fixed,110,0,5.4
bad,5,other,married,yes_rec,fixed,225,0,8.64
good,15,parents,married,yes_rec,fixed,100,0,8
good,35,owner,married,no_rec,fixed,217,0,6.0288
bad,3,other,married,yes_rec,fixed,176,0,3.827368421
good,3,owner,married,no_rec,fixed,254,800,9.648
bad,3,other,married,no_rec,fixed,126,0,1.542857143
good,0,owner,married,no_rec,freelance,200,0,9.789473684
bad,1,other,married,no_rec,fixed,101,0,2.894117647
bad,10,parents,married,no_rec,fixed,119,0,2.2125
good,0,owner,single,no_rec,fixed,152,0,4.641322314
bad,0,parents,married,no_rec,partime,113,0,1.84
good,18,other,married,no_rec,fixed,119,0,5.28
bad,0,rent,single,yes_rec,fixed,267,0,5.923404255
good,8,parents,single,no_rec,freelance,75,0,2.823529412
good,21,rent,married,no_rec,fixed,80,0,-0.147540984
bad,0,parents,married,no_rec,partime,137,0,3.96
good,4,priv,married,no_rec,fixed,107,0,3.188571429
bad,5,owner,married,no_rec,freelance,62,0,-2.584615385
bad,5,owner,married,no_rec,freelance,62,0,-2.584615385
good,19,rent,married,yes_rec,fixed,125,0,2.96
bad,4,rent,married,no_rec,fixed,190,0,5.328
good,12,owner,married,yes_rec,fixed,124,0,3.072
bad,3,owner,married,yes_rec,partime,144,0,6.366315789
bad,0,owner,married,yes_rec,fixed,184,0,5.380645161
good,5,parents,single,no_rec,freelance,100,0,1.95
good,10,owner,married,no_rec,fixed,80,3500,-1.2
good,2,rent,married,no_rec,fixed,129,0,3.786666667
good,3,owner,married,no_rec,fixed,225,0,6.6
good,13,owner,married,no_rec,fixed,191,2000,3.291428571
good,2,rent,married,no_rec,fixed,150,0,3.515625
good,5,priv,married,no_rec,fixed,127,0,4.92
bad,43,owner,married,yes_rec,fixed,283,0,15.86666667
good,15,parents,single,no_rec,fixed,195,0,7.5
good,2,owner,married,no_rec,fixed,114,0,3.821538462
good,0,rent,single,no_rec,fixed,64,0,1.122580645
bad,0,rent,married,yes_rec,fixed,100,0,0.818181818
good,0,rent,single,no_rec,partime,113,0,2.192727273
good,9,owner,married,no_rec,freelance,178,0,3.340540541
good,15,owner,married,no_rec,freelance,100,0,2.4
bad,3,rent,single,no_rec,freelance,100,0,2.463157895
good,10,owner,married,yes_rec,fixed,310,0,9.375
bad,2,other,single,no_rec,fixed,86,0,2.185714286
good,10,other,single,no_rec,fixed,139,0,3.403636364
good,0,owner,single,no_rec,partime,94,0,2.622222222
good,1,rent,married,no_rec,fixed,135,0,4.209230769
good,23,priv,married,yes_rec,fixed,110,0,4.875
good,3,owner,married,no_rec,fixed,145,0,6.857142857
good,4,parents,divorced,no_rec,fixed,53,0,1.143529412
good,18,owner,married,no_rec,freelance,229,0,3.804705882
bad,12,owner,married,yes_rec,freelance,285,0,8.75
good,2,rent,married,no_rec,freelance,240,0,4.104
good,8,parents,single,no_rec,fixed,86,0,2.55
bad,24,priv,married,no_rec,fixed,165,1300,3.942857143
good,14,owner,married,no_rec,fixed,129,1200,0.96
good,2,parents,married,no_rec,fixed,131,0,3.408
good,9,rent,married,no_rec,fixed,123,0,3.96
bad,6,rent,separated,yes_rec,fixed,208,0,6.08
good,23,owner,married,no_rec,fixed,133,0,4.38
good,3,owner,married,no_rec,freelance,500,0,20.4
good,0,parents,married,yes_rec,fixed,102,0,2.412
good,15,owner,married,no_rec,fixed,150,0,3.6
good,0,parents,married,no_rec,fixed,100,0,1.111111111
good,1,rent,single,no_rec,fixed,110,0,2.304
good,1,owner,married,no_rec,freelance,65,0,0.214285714
good,16,rent,single,yes_rec,fixed,120,1700,2.036363636
bad,2,parents,single,no_rec,fixed,78,0,1.29
good,12,owner,married,no_rec,fixed,187,1000,6.381818182
good,25,owner,married,no_rec,freelance,428,0,11.62105263
good,3,rent,married,no_rec,others,60,0,0.72
bad,4,owner,married,no_rec,fixed,116,575,2.226315789
good,2,owner,married,no_rec,fixed,114,0,1.404
good,4,owner,married,no_rec,fixed,208,5000,5.424
good,16,owner,married,no_rec,fixed,123,0,4.114285714
bad,0,rent,married,no_rec,partime,64,0,-0.087272727
good,10,owner,married,no_rec,fixed,350,0,13.2
bad,3,parents,single,no_rec,fixed,85,0,17.14285714
good,5,rent,married,no_rec,fixed,90,0,0.36
good,16,rent,married,no_rec,fixed,250,0,7.2
good,17,owner,married,no_rec,fixed,173,1600,5.273311897
bad,1,rent,single,no_rec,fixed,135,0,5.16
good,20,other,married,no_rec,fixed,210,0,6.090225564
good,7,rent,married,no_rec,fixed,80,0,1.2
good,3,priv,single,no_rec,fixed,173,0,1.743157895
good,13,owner,married,no_rec,fixed,130,1500,3.666666667
good,10,owner,married,no_rec,fixed,112,3600,0.09
bad,2,rent,married,yes_rec,fixed,70,0,1.08
bad,4,parents,single,no_rec,fixed,116,0,3.152432432
good,3,owner,married,no_rec,fixed,165,600,5.76
good,13,owner,married,no_rec,freelance,116,0,2.016
good,2,owner,married,no_rec,others,25,0,-1.2
good,2,parents,separated,no_rec,fixed,130,0,6.84
bad,2,rent,married,no_rec,others,52,0,0.15
bad,0,other,single,yes_rec,fixed,78,0,1.876363636
good,1,owner,married,no_rec,others,148,0,4.753846154
bad,0,owner,married,no_rec,others,246,0,13.12941176
good,12,rent,married,yes_rec,freelance,74,0,-0.606315789
good,1,rent,single,no_rec,fixed,138,0,5.621052632
bad,0,owner,married,yes_rec,others,155,0,7.8
good,5,rent,married,no_rec,fixed,247,0,9.44
good,1,parents,single,no_rec,freelance,85,0,3.692307692
good,0,owner,married,no_rec,freelance,42,0,-0.09
good,17,ignore,married,no_rec,fixed,157,0,3.6375
good,4,owner,married,yes_rec,fixed,236,2000,5.64
good,15,rent,married,no_rec,fixed,137,0,3.78
good,28,owner,married,no_rec,freelance,152,0,6.624
bad,1,priv,married,no_rec,freelance,100,0,2.785714286
good,3,parents,single,no_rec,fixed,167,0,3.96
bad,0,rent,married,yes_rec,fixed,330,0,8.496
good,7,rent,single,no_rec,fixed,250,0,7.6
bad,1,parents,single,no_rec,fixed,80,0,3.306122449
good,4,owner,single,no_rec,fixed,200,0,6.6
good,35,owner,married,no_rec,freelance,84,0,0.828776978
good,19,owner,married,no_rec,fixed,200,1620,6.528
good,6,owner,married,no_rec,fixed,187,0,5.08
good,1,owner,single,no_rec,fixed,70,0,1.75
good,12,owner,married,no_rec,fixed,120,0,2.454545455
good,0,owner,married,no_rec,fixed,80,200,1.98
bad,15,rent,married,yes_rec,freelance,41,0,-0.76
bad,3,rent,married,yes_rec,fixed,57,0,-1.028571429
bad,5,parents,single,no_rec,freelance,239,3000,5.22
good,0,parents,single,no_rec,fixed,70,0,1.344
bad,0,rent,married,no_rec,freelance,250,0,10.04651163
good,5,owner,married,no_rec,others,222,0,17.7
good,14,owner,married,yes_rec,freelance,150,0,4.5
good,10,owner,single,no_rec,fixed,175,0,8.96
good,3,rent,single,no_rec,fixed,138,0,3.56
good,4,parents,married,no_rec,fixed,72,0,2.777142857
bad,0,owner,married,yes_rec,others,136,0,4.6
bad,10,owner,married,no_rec,freelance,40,1600,-1.98
good,2,parents,single,no_rec,freelance,130,0,4.636363636
bad,1,parents,married,no_rec,fixed,190,0,9.857142857
good,2,owner,married,no_rec,fixed,243,1980,7.8336
good,2,rent,married,yes_rec,fixed,98,0,1.527272727
bad,0,parents,single,yes_rec,partime,126,0,1.899130435
bad,10,owner,married,no_rec,partime,55,0,-0.64
bad,1,owner,married,no_rec,partime,88,0,-1.2
bad,1,owner,single,no_rec,partime,181,0,5.475
bad,14,priv,married,yes_rec,fixed,77,0,-0.52
bad,4,parents,separated,yes_rec,fixed,110,0,9
good,17,owner,married,no_rec,fixed,125,0,3.611111111
good,4,owner,married,no_rec,freelance,225,1200,13.11428571
good,2,rent,single,no_rec,fixed,74,0,1.212631579
good,11,owner,married,no_rec,fixed,115,0,2.1
good,1,rent,married,no_rec,others,137,0,5.04
good,14,owner,widow,no_rec,fixed,202,0,16.14857143
good,2,owner,married,no_rec,fixed,135,0,2.88
good,5,owner,married,no_rec,freelance,145,0,7.058823529
bad,6,rent,married,no_rec,others,54,0,-0.88
good,11,owner,married,no_rec,freelance,80,0,0.42
good,9,owner,married,no_rec,fixed,140,0,3.42
good,1,parents,single,no_rec,fixed,90,0,2.64
bad,0,parents,single,no_rec,others,32,0,-0.72
good,1,owner,married,no_rec,fixed,130,0,2.55
good,17,owner,married,no_rec,freelance,285,700,10.464
good,0,parents,single,no_rec,partime,75,0,0.993103448
good,5,owner,married,yes_rec,freelance,150,0,2.52
good,12,owner,single,yes_rec,fixed,172,2000,7.389473684
bad,1,rent,married,no_rec,freelance,300,0,20.25
good,3,parents,single,yes_rec,fixed,73,0,3.507692308
good,20,owner,married,no_rec,fixed,165,0,12.6
bad,3,owner,married,no_rec,freelance,300,0,6.3
good,14,rent,married,yes_rec,fixed,217,0,5
bad,0,other,married,yes_rec,fixed,134,0,1.74
good,3,priv,married,no_rec,fixed,90,0,1.090909091
good,4,parents,married,no_rec,fixed,100,0,1.98
good,0,owner,married,no_rec,fixed,217,0,4.868571429
bad,7,owner,married,no_rec,fixed,62,0,0.097560976
good,4,rent,married,no_rec,fixed,60,0,-0.18
good,16,owner,married,no_rec,fixed,117,80,2.408571429
bad,2,rent,single,no_rec,fixed,73,0,1.582978723
bad,2,parents,single,no_rec,fixed,86,0,2.72
bad,11,owner,married,no_rec,fixed,67,2040,-1.3632
good,30,owner,married,no_rec,fixed,165,0,3.6
bad,2,priv,married,yes_rec,fixed,166,0,3.64
bad,5,other,single,no_rec,fixed,82,0,4.7
bad,1,rent,married,no_rec,freelance,90,0,1.577142857
bad,1,rent,separated,yes_rec,fixed,327,0,22.2
good,8,owner,married,no_rec,fixed,145,1800,2.08
good,20,rent,married,no_rec,freelance,202,0,6.42
good,4,owner,married,no_rec,partime,150,2800,3.3
good,5,rent,married,no_rec,fixed,223,0,11.28
good,3,parents,married,yes_rec,fixed,325,0,23.85
good,10,owner,married,no_rec,fixed,143,0,3.830769231
good,10,rent,married,no_rec,fixed,100,0,1.058823529
good,11,owner,married,no_rec,fixed,124,1000,1.035
good,22,rent,married,no_rec,fixed,110,0,1.00173913
bad,0,other,married,no_rec,freelance,120,0,2.4
good,25,owner,married,no_rec,fixed,107,0,3.525
bad,2,other,single,no_rec,fixed,83,0,2.057142857
good,0,other,married,no_rec,partime,162,0,3.672
bad,0,owner,married,yes_rec,others,245,2432,4.126736842
good,12,priv,married,no_rec,fixed,243,0,5.935135135
good,4,rent,single,no_rec,fixed,76,0,3.046153846
good,12,owner,married,no_rec,fixed,400,0,30.6
good,0,parents,single,no_rec,partime,106,0,6.816
good,22,owner,married,no_rec,fixed,120,0,2.492307692
bad,3,parents,single,no_rec,fixed,122,0,2.61
good,1,rent,divorced,no_rec,fixed,80,0,1.902857143
good,14,priv,married,no_rec,fixed,120,1500,1.8
good,10,rent,married,no_rec,fixed,200,0,5.889570552
good,13,rent,married,no_rec,fixed,191,700,6.3
good,1,rent,married,no_rec,fixed,67,0,1.125
bad,3,owner,single,no_rec,freelance,169,3000,4.68
good,5,rent,married,yes_rec,freelance,210,0,4.56
good,4,owner,single,no_rec,fixed,110,0,4.128440367
good,3,other,married,no_rec,fixed,45,0,0
good,19,owner,married,no_rec,fixed,150,0,0.818181818
bad,4,parents,separated,no_rec,fixed,100,0,3
good,9,owner,married,no_rec,fixed,345,3300,20.31428571
good,7,owner,married,no_rec,fixed,122,0,4.96
good,26,owner,married,no_rec,fixed,110,0,2
bad,2,rent,married,yes_rec,freelance,90,0,1.44
good,11,owner,married,no_rec,fixed,76,0,0.16
good,4,rent,married,no_rec,freelance,340,0,16.86857143
bad,2,owner,married,yes_rec,fixed,185,2300,3.06
good,5,owner,married,no_rec,fixed,101,0,1.431192661
good,3,owner,married,no_rec,fixed,196,300,3.99
good,17,owner,married,no_rec,fixed,158,0,2.988
good,9,parents,married,no_rec,fixed,221,0,6.6
good,18,owner,single,no_rec,fixed,133,150,3.61875
good,18,owner,married,no_rec,freelance,331,0,11.12307692
good,6,owner,married,no_rec,freelance,150,0,5.76
good,12,owner,married,no_rec,fixed,390,0,7.56
good,2,owner,married,no_rec,partime,146,0,4.422857143
good,1,parents,single,no_rec,freelance,478,0,9.897142857
good,8,other,divorced,no_rec,fixed,90,0,1.44
good,25,priv,married,no_rec,fixed,169,0,5.232
bad,25,owner,married,yes_rec,freelance,100,0,3.113207547
bad,3,rent,married,no_rec,freelance,90,0,2.16
good,2,owner,married,no_rec,freelance,160,800,3.396923077
good,3,rent,married,yes_rec,fixed,222,0,3.536842105
good,18,owner,married,no_rec,fixed,111,0,1.87826087
good,1,owner,single,no_rec,partime,111,0,2.88
good,4,owner,married,no_rec,fixed,168,0,3.043636364
good,20,owner,married,no_rec,freelance,215,0,7.5
good,14,owner,married,no_rec,freelance,94,9500,-2.746987952
good,0,parents,single,no_rec,fixed,63,0,1.68
bad,8,rent,married,yes_rec,fixed,280,0,20.7
good,15,owner,married,no_rec,fixed,220,0,5.353846154
good,3,owner,married,no_rec,fixed,126,2400,3.42
good,20,owner,married,no_rec,fixed,120,0,6.171428571
bad,2,parents,divorced,no_rec,partime,90,0,3.666666667
good,17,owner,married,no_rec,freelance,191,0,2.784
good,20,rent,single,no_rec,freelance,148,0,7.041916168
bad,0,other,widow,yes_rec,freelance,102,0,2.28
good,2,parents,single,no_rec,fixed,88,0,3.913846154
good,11,parents,married,no_rec,fixed,150,0,4.909090909
bad,12,owner,married,no_rec,fixed,115,0,2
bad,1,rent,divorced,yes_rec,fixed,76,0,3.96
good,2,owner,married,no_rec,fixed,145,1100,3.552
bad,17,priv,married,yes_rec,freelance,69,0,0.385714286
good,13,owner,married,no_rec,freelance,207,0,6.437956204
good,3,parents,single,no_rec,fixed,60,0,1.161290323
bad,4,parents,single,no_rec,fixed,73,0,2.605714286
good,38,owner,widow,no_rec,fixed,112,0,4.348235294
bad,12,owner,married,no_rec,fixed,95,250,0.103448276
good,15,parents,single,no_rec,fixed,150,0,5.52
good,20,owner,married,no_rec,fixed,250,0,9.12
good,0,parents,single,yes_rec,fixed,46,0,0.586666667
good,2,priv,married,no_rec,fixed,60,0,0.782608696
bad,4,other,single,no_rec,partime,92,0,2.442857143
good,7,owner,married,no_rec,fixed,120,1500,1
good,4,owner,married,no_rec,fixed,231,290,5.493
bad,2,rent,married,no_rec,fixed,175,0,2.981818182
good,2,parents,single,no_rec,partime,160,1200,4.52
good,1,parents,single,no_rec,fixed,109,0,4.44
bad,0,parents,married,no_rec,fixed,247,0,4.724210526
bad,0,other,single,no_rec,fixed,140,0,4.064516129
good,2,other,separated,no_rec,freelance,100,0,3.25
good,8,parents,single,no_rec,fixed,115,0,10.66666667
good,1,rent,married,no_rec,freelance,12,0,-3.303529412
good,3,rent,single,no_rec,fixed,63,0,1.2672
bad,0,parents,single,no_rec,fixed,79,0,1.681528662
good,10,rent,married,no_rec,freelance,333,0,17.48571429
good,4,owner,single,yes_rec,fixed,183,0,5.92
good,2,parents,single,no_rec,freelance,46,0,1.056
bad,0,owner,married,no_rec,others,25,0,-0.553846154
good,20,priv,married,no_rec,fixed,159,0,5.52
bad,10,rent,married,yes_rec,freelance,292,2500,5.92
good,0,rent,married,no_rec,partime,160,0,5.94
good,21,rent,married,no_rec,fixed,135,0,9.15
bad,3,rent,separated,yes_rec,fixed,120,0,4.38
good,2,owner,widow,no_rec,fixed,135,0,4.8
bad,3,owner,married,no_rec,freelance,74,0,1.74
bad,1,owner,married,yes_rec,fixed,209,0,4.466666667
good,19,rent,single,no_rec,fixed,100,0,2.2
bad,3,rent,single,no_rec,freelance,148,0,3.36
bad,25,parents,married,yes_rec,fixed,130,0,2.491450904
good,2,rent,single,no_rec,fixed,101,0,2.584615385
good,3,parents,single,no_rec,partime,49,0,0.672
good,5,rent,married,no_rec,fixed,200,0,6.923076923
bad,6,rent,married,yes_rec,freelance,94,0,0.882580645
good,10,rent,single,no_rec,partime,114,0,2.52
good,17,rent,married,no_rec,freelance,53,0,-1.08
good,0,owner,single,no_rec,fixed,132,0,3.88
bad,0,owner,married,no_rec,others,42,0,-0.36
bad,2,parents,single,no_rec,fixed,90,0,1.98
good,28,owner,married,no_rec,freelance,606,0,8.454193548
good,0,rent,married,no_rec,fixed,141,0,2.796521739
good,5,owner,married,no_rec,fixed,141,0,3.046153846
bad,5,parents,married,yes_rec,fixed,68,0,-0.106105263
good,12,owner,married,no_rec,freelance,150,0,3.24
good,4,owner,married,yes_rec,fixed,165,0,11.52
good,6,parents,married,no_rec,freelance,70,0,-0.3
good,0,rent,single,no_rec,fixed,70,0,5.376
good,9,owner,separated,no_rec,fixed,60,1000,0.6
good,9,rent,married,yes_rec,freelance,241,0,1.487368421
bad,2,rent,married,yes_rec,fixed,426,0,11.07428571
bad,2,rent,separated,yes_rec,freelance,53,0,0.54
good,2,parents,single,yes_rec,freelance,74,0,0.78
good,18,owner,married,no_rec,fixed,180,0,3
good,16,owner,married,no_rec,fixed,154,130,4.767428571
bad,10,owner,married,no_rec,fixed,63,3000,-1.157142857
good,11,owner,married,no_rec,fixed,289,250,9.825
bad,14,owner,separated,no_rec,fixed,190,0,2.485714286
good,4,rent,married,no_rec,fixed,147,0,3.323076923
bad,1,owner,married,yes_rec,fixed,198,250,5.43
bad,2,rent,single,yes_rec,freelance,400,0,10.4
good,1,rent,married,no_rec,partime,130,0,2.979310345
bad,2,owner,married,yes_rec,freelance,140,0,1.230769231
good,13,parents,married,no_rec,fixed,100,0,2.526315789
good,5,owner,married,no_rec,freelance,143,0,1.817142857
bad,1,rent,married,no_rec,fixed,87,0,2.376
good,6,rent,married,no_rec,fixed,171,0,6.54
good,20,owner,married,no_rec,fixed,203,0,4.388571429
good,9,owner,married,no_rec,fixed,154,0,3.384
good,15,owner,married,no_rec,fixed,130,0,5.1
good,0,parents,single,no_rec,fixed,90,0,2.64
good,5,parents,single,no_rec,fixed,92,0,3.32038835
good,15,parents,married,yes_rec,freelance,22,0,-5.088
good,4,owner,married,no_rec,fixed,210,0,3.6
good,4,owner,married,no_rec,fixed,115,0,3.36
good,5,parents,single,no_rec,fixed,80,0,1.35
good,2,parents,single,no_rec,fixed,110,0,5.23255814
good,4,owner,married,no_rec,freelance,86,0,0.293333333
good,0,owner,married,no_rec,others,117,0,2.85
good,1,other,married,yes_rec,fixed,138,606,1.2582
good,7,owner,married,no_rec,fixed,88,0,3.035294118
good,11,parents,married,no_rec,fixed,54,0,-0.12
good,40,rent,married,no_rec,freelance,166,0,1.78
good,10,owner,married,no_rec,fixed,364,0,13.33846154
good,3,owner,married,no_rec,freelance,65,1500,-0.8
good,24,owner,married,no_rec,freelance,109,0,1.92
good,6,parents,single,no_rec,fixed,57,0,2.084210526
bad,2,rent,divorced,no_rec,fixed,99,0,3.456
good,3,parents,married,no_rec,fixed,227,0,7.596521739
good,11,owner,single,no_rec,fixed,57,0,1.885714286
good,1,parents,single,no_rec,partime,80,0,7.2
bad,5,rent,single,no_rec,fixed,70,0,1.185882353
good,1,rent,married,no_rec,fixed,105,0,0.701538462
bad,1,parents,single,yes_rec,fixed,65,0,1.6
good,20,owner,married,no_rec,freelance,45,0,-0.72
good,7,parents,single,yes_rec,fixed,72,0,1.776
good,3,parents,married,yes_rec,fixed,80,0,0.496551724
good,25,owner,married,no_rec,freelance,157,0,2.339698492
good,12,owner,married,yes_rec,fixed,117,0,2.487272727
good,4,rent,married,no_rec,fixed,100,0,5.4
good,0,priv,married,no_rec,fixed,130,2000,1.578947368
good,15,owner,married,no_rec,freelance,91,0,0.274285714
good,20,owner,married,no_rec,freelance,67,0,0.12
bad,0,other,married,yes_rec,fixed,69,0,-0.868965517
good,12,owner,married,no_rec,fixed,113,600,1.047272727
good,10,owner,married,no_rec,fixed,450,0,17.47572816
good,0,parents,single,no_rec,fixed,50,0,0.72
bad,2,owner,single,no_rec,freelance,450,0,13.28
bad,0,ignore,married,no_rec,partime,87,0,1.44
good,1,owner,married,yes_rec,fixed,180,300,6.092307692
good,1,rent,married,no_rec,fixed,132,0,3.482352941
bad,6,owner,married,no_rec,fixed,150,600,3.821538462
good,1,rent,married,no_rec,freelance,189,1500,1.92
good,15,rent,married,yes_rec,fixed,125,0,1.614545455
good,11,parents,single,no_rec,fixed,64,0,1.74
good,1,rent,married,no_rec,fixed,145,0,1.44
bad,1,rent,single,no_rec,fixed,67,0,0.9
bad,1,owner,married,no_rec,partime,127,3000,3.12
good,11,owner,married,no_rec,freelance,160,0,3.547826087
good,2,owner,married,yes_rec,fixed,63,0,0.981818182
good,1,owner,widow,no_rec,fixed,60,0,1.028571429
good,11,rent,single,no_rec,fixed,67,0,1.666666667
good,3,owner,married,no_rec,fixed,88,400,0.36
bad,1,rent,married,no_rec,partime,170,0,3.433846154
good,15,rent,married,no_rec,freelance,145,0,3.923076923
bad,1,other,single,yes_rec,fixed,60,0,0.875
good,8,owner,married,no_rec,fixed,92,2400,2.76
good,10,priv,married,no_rec,fixed,195,0,4.263157895
good,3,rent,married,no_rec,fixed,80,0,1.329230769
bad,2,owner,single,no_rec,freelance,184,30000,-7.248
good,0,other,single,no_rec,fixed,42,0,0.3675
good,9,other,single,no_rec,fixed,125,0,3.24
good,4,rent,married,no_rec,fixed,161,0,4.2
good,0,parents,single,no_rec,partime,117,0,1.968
good,7,owner,married,no_rec,freelance,164,0,3.403636364
good,1,parents,single,no_rec,fixed,75,0,2.4
good,25,other,married,no_rec,fixed,85,0,0.45
good,6,rent,separated,no_rec,fixed,120,0,3.981818182
good,3,rent,separated,no_rec,fixed,240,0,6.683076923
good,4,owner,married,no_rec,freelance,250,3400,7.488
bad,0,owner,married,no_rec,others,78,0,0.864
good,5,owner,married,no_rec,fixed,102,1300,1.16
bad,12,owner,married,yes_rec,fixed,152,0,4.669090909
good,4,priv,married,no_rec,fixed,96,0,0.868965517
bad,9,parents,single,yes_rec,fixed,92,0,3.42
good,2,parents,married,no_rec,fixed,199,0,6.16
good,0,owner,married,no_rec,partime,71,0,-0.174545455
good,13,owner,single,no_rec,fixed,80,0,1.981132075
good,2,other,married,no_rec,fixed,190,0,4.963636364
good,8,owner,married,no_rec,freelance,200,0,6.428571429
good,14,priv,married,no_rec,fixed,140,500,1.35
bad,11,rent,married,no_rec,fixed,140,0,3.888
bad,20,owner,married,no_rec,fixed,114,1500,0.324
good,1,parents,single,no_rec,fixed,140,0,3.6
good,14,parents,married,no_rec,fixed,140,0,4.956521739
good,13,owner,married,yes_rec,fixed,90,0,2.16
good,0,owner,married,no_rec,fixed,424,700,12.312
good,1,rent,married,no_rec,partime,155,0,5.449275362
bad,0,owner,married,yes_rec,freelance,239,0,5.963636364
good,10,rent,married,no_rec,fixed,175,0,5.82
good,28,parents,married,no_rec,freelance,180,0,4.8
good,8,owner,married,no_rec,fixed,50,400,-1.68
good,1,owner,married,no_rec,fixed,113,0,2.04
bad,1,rent,single,no_rec,fixed,100,0,1.885714286
bad,0,other,married,yes_rec,fixed,122,0,1.7625
good,1,owner,married,no_rec,freelance,905,15000,33.25
good,1,other,single,no_rec,fixed,52,0,0.612
good,8,owner,married,no_rec,fixed,157,1800,2.953846154
good,10,owner,married,no_rec,freelance,400,2700,10.12
good,4,rent,married,no_rec,fixed,157,0,2.436923077
bad,0,parents,married,no_rec,freelance,114,0,3.24
bad,10,owner,married,no_rec,fixed,120,2000,2.101910828
good,9,rent,married,no_rec,fixed,162,0,4.26
bad,0,owner,married,no_rec,freelance,184,3648,12.3024
good,5,rent,married,no_rec,freelance,198,0,4.59
good,8,owner,married,no_rec,freelance,78,0,2.376
bad,0,rent,married,no_rec,partime,195,0,6.9
