Status,Seniority,Home,Time,Marital,Records,Job,Expenses,Income,Debt,Amount,Price,Savings
good,14,priv,60,married,no_rec,fixed,60,120,1500,1500,1540,1.8
good,10,rent,48,married,no_rec,fixed,80,200,0,978,1338,5.889570552
good,13,rent,60,married,no_rec,fixed,79,191,700,1000,1209,6.3
good,1,rent,60,married,no_rec,fixed,52,67,0,800,1137,1.125
bad,3,owner,36,single,no_rec,freelance,35,169,3000,800,1000,4.68
good,5,rent,12,married,yes_rec,freelance,96,210,0,300,700,4.56
good,4,owner,60,single,no_rec,fixed,35,110,0,1090,1565,4.128440367
good,3,other,60,married,no_rec,fixed,45,45,0,600,864,0
good,19,owner,60,married,no_rec,fixed,135,150,0,1100,1477,0.818181818
bad,4,parents,60,separated,no_rec,fixed,35,100,0,1300,1500,3
good,9,owner,60,married,no_rec,fixed,75,345,3300,700,994,20.31428571
good,7,owner,60,married,no_rec,fixed,60,122,0,750,850,4.96
good,26,owner,60,married,no_rec,fixed,60,110,0,1500,1527,2
bad,2,rent,60,married,yes_rec,freelance,54,90,0,1500,1500,1.44
good,11,owner,48,married,no_rec,fixed,75,76,0,300,1336,0.16
good,4,rent,36,married,no_rec,freelance,94,340,0,525,525,16.86857143
bad,2,owner,60,married,yes_rec,fixed,60,185,2300,2000,2675,3.06
good,5,owner,60,married,no_rec,fixed,75,101,0,1090,1190,1.431192661
good,3,owner,24,married,no_rec,fixed,60,196,300,800,1606,3.99
good,17,owner,36,married,no_rec,fixed,75,158,0,1000,2159,2.988
good,9,parents,60,married,no_rec,fixed,45,221,0,1600,2344,6.6
good,18,owner,60,single,no_rec,fixed,35,133,150,1600,2200,3.61875
good,18,owner,60,married,no_rec,freelance,90,331,0,1300,2147,11.12307692
good,6,owner,24,married,no_rec,freelance,90,150,0,250,450,5.76
good,12,owner,12,married,no_rec,fixed,75,390,0,500,1732,7.56
good,2,owner,36,married,no_rec,partime,60,146,0,700,1258,4.422857143
good,1,parents,48,single,no_rec,freelance,45,478,0,2100,2450,9.897142857
good,8,other,24,divorced,no_rec,fixed,60,90,0,500,1600,1.44
good,25,priv,48,married,no_rec,fixed,60,169,0,1000,1459,5.232
bad,25,owner,60,married,yes_rec,freelance,45,100,0,1060,1134,3.113207547
bad,3,rent,18,married,no_rec,freelance,54,90,0,300,425,2.16
good,2,owner,48,married,no_rec,freelance,60,160,800,1300,1521,3.396923077
good,3,rent,48,married,yes_rec,fixed,82,222,0,1900,2100,3.536842105
good,18,owner,60,married,no_rec,fixed,75,111,0,1150,1640,1.87826087
good,1,owner,48,single,no_rec,partime,45,111,0,1100,1299,2.88
good,4,owner,36,married,no_rec,fixed,75,168,0,1100,1385,3.043636364
good,20,owner,60,married,no_rec,freelance,90,215,0,1000,1228,7.5
good,14,owner,60,married,no_rec,freelance,75,94,9500,1660,2419,-2.746987952
good,0,parents,36,single,no_rec,fixed,35,63,0,600,994,1.68
bad,8,rent,60,married,yes_rec,fixed,73,280,0,600,1364,20.7
good,15,owner,48,married,no_rec,fixed,75,220,0,1300,2400,5.353846154
good,3,owner,60,married,no_rec,fixed,45,126,2400,1000,1120,3.42
good,20,owner,36,married,no_rec,fixed,60,120,0,350,400,6.171428571
bad,2,parents,60,divorced,no_rec,partime,35,90,0,900,1111,3.666666667
good,17,owner,24,married,no_rec,freelance,75,191,0,1000,2420,2.784
good,20,rent,60,single,no_rec,freelance,50,148,0,835,1356,7.041916168
bad,0,other,60,widow,yes_rec,freelance,45,102,0,1500,1600,2.28
good,2,parents,24,single,no_rec,fixed,35,88,0,325,450,3.913846154
good,11,parents,60,married,no_rec,fixed,60,150,0,1100,1129,4.909090909
bad,12,owner,60,married,no_rec,fixed,60,115,0,1650,1686,2
bad,1,rent,60,divorced,yes_rec,fixed,43,76,0,500,1300,3.96
good,2,owner,60,married,no_rec,fixed,60,145,1100,1250,1763,3.552
bad,17,priv,60,married,yes_rec,freelance,60,69,0,1400,1813,0.385714286
good,13,owner,60,married,no_rec,freelance,60,207,0,1370,1714,6.437956204
good,3,parents,36,single,no_rec,fixed,35,60,0,775,1050,1.161290323
bad,4,parents,48,single,no_rec,fixed,35,73,0,700,814,2.605714286
good,38,owner,48,widow,no_rec,fixed,35,112,0,850,960,4.348235294
bad,12,owner,60,married,no_rec,fixed,90,95,250,1450,1686,0.103448276
good,15,parents,48,single,no_rec,fixed,35,150,0,1000,1399,5.52
good,20,owner,60,married,no_rec,fixed,60,250,0,1250,1825,9.12
good,0,parents,48,single,yes_rec,fixed,35,46,0,900,1216,0.586666667
good,2,priv,60,married,no_rec,fixed,45,60,0,1150,1163,0.782608696
bad,4,other,60,single,no_rec,partime,35,92,0,1400,1661,2.442857143
good,7,owner,60,married,no_rec,fixed,90,120,1500,900,1175,1
good,4,owner,12,married,no_rec,fixed,45,231,290,400,1198,5.493
bad,2,rent,60,married,no_rec,fixed,93,175,0,1650,1688,2.981818182
good,2,parents,48,single,no_rec,partime,35,160,1200,1200,1426,4.52
good,1,parents,60,single,no_rec,fixed,35,109,0,1000,1466,4.44
bad,0,parents,48,married,no_rec,fixed,60,247,0,1900,1900,4.724210526
bad,0,other,60,single,no_rec,fixed,35,140,0,1550,1570,4.064516129
good,2,other,60,separated,no_rec,freelance,35,100,0,1200,1450,3.25
good,8,parents,48,single,no_rec,fixed,35,115,0,360,363,10.66666667
good,1,rent,36,married,no_rec,freelance,90,12,0,850,998,-3.303529412
good,3,rent,36,single,no_rec,fixed,41,63,0,625,921,1.2672
bad,0,parents,60,single,no_rec,fixed,35,79,0,1570,1575,1.681528662
good,10,rent,48,married,no_rec,freelance,78,333,0,700,1386,17.48571429
good,4,owner,48,single,yes_rec,fixed,35,183,0,1200,1531,5.92
good,2,parents,24,single,no_rec,freelance,35,46,0,250,355,1.056
bad,0,owner,36,married,no_rec,others,45,25,0,1300,2246,-0.553846154
good,20,priv,60,married,no_rec,fixed,90,159,0,750,790,5.52
bad,10,rent,60,married,yes_rec,freelance,119,292,2500,1500,2262,5.92
good,0,rent,60,married,no_rec,partime,61,160,0,1000,1055,5.94
good,21,rent,36,married,no_rec,fixed,74,135,0,240,1275,9.15
bad,3,rent,60,separated,yes_rec,fixed,47,120,0,1000,1077,4.38
good,2,owner,36,widow,no_rec,fixed,35,135,0,750,1296,4.8
bad,3,owner,36,married,no_rec,freelance,45,74,0,600,800,1.74
bad,1,owner,60,married,yes_rec,fixed,75,209,0,1800,2015,4.466666667
good,19,rent,18,single,no_rec,fixed,45,100,0,450,997,2.2
bad,3,rent,24,single,no_rec,freelance,50,148,0,700,950,3.36
bad,25,parents,60,married,yes_rec,fixed,45,130,0,2047,2946,2.491450904
good,2,rent,60,single,no_rec,fixed,45,101,0,1300,1333,2.584615385
good,3,parents,36,single,no_rec,partime,35,49,0,750,850,0.672
good,5,rent,30,married,no_rec,fixed,80,200,0,520,690,6.923076923
bad,6,rent,36,married,yes_rec,freelance,75,94,0,775,875,0.882580645
good,10,rent,36,single,no_rec,partime,86,114,0,400,872,2.52
good,17,rent,24,married,no_rec,freelance,80,53,0,600,1104,-1.08
good,0,owner,12,single,no_rec,fixed,35,132,0,300,509,3.88
bad,0,owner,60,married,no_rec,others,45,42,0,500,827,-0.36
bad,2,parents,36,single,no_rec,fixed,35,90,0,1000,1150,1.98
good,28,owner,24,married,no_rec,freelance,60,606,0,1550,1760,8.454193548
good,0,rent,48,married,no_rec,fixed,74,141,0,1150,1485,2.796521739
good,5,owner,60,married,no_rec,fixed,75,141,0,1300,1435,3.046153846
bad,5,parents,36,married,yes_rec,fixed,75,68,0,2375,2875,-0.106105263
good,12,owner,36,married,no_rec,freelance,60,150,0,1000,2100,3.24
good,4,owner,24,married,yes_rec,fixed,45,165,0,250,450,11.52
good,6,parents,60,married,no_rec,freelance,75,70,0,1000,1548,-0.3
good,0,rent,24,single,no_rec,fixed,42,70,0,125,125,5.376
good,9,owner,48,separated,no_rec,fixed,35,60,1000,1200,1538,0.6
good,9,rent,36,married,yes_rec,freelance,84,241,0,3800,5852,1.487368421
bad,2,rent,12,married,yes_rec,fixed,103,426,0,350,450,11.07428571
bad,2,rent,60,separated,yes_rec,freelance,35,53,0,2000,2676,0.54
good,2,parents,12,single,yes_rec,freelance,35,74,0,600,1638,0.78
good,18,owner,60,married,no_rec,fixed,135,180,0,900,994,3
good,16,owner,36,married,no_rec,fixed,60,154,130,700,1090,4.767428571
bad,10,owner,60,married,no_rec,fixed,60,63,3000,1400,1432,-1.157142857
good,11,owner,60,married,no_rec,fixed,90,289,250,1200,1599,9.825
bad,14,owner,36,separated,no_rec,fixed,45,190,0,2100,2758,2.485714286
good,4,rent,60,married,no_rec,fixed,75,147,0,1300,1700,3.323076923
bad,1,owner,60,married,yes_rec,fixed,105,198,250,1000,1245,5.43
bad,2,rent,24,single,yes_rec,freelance,75,400,0,750,900,10.4
good,1,rent,60,married,no_rec,partime,58,130,0,1450,1593,2.979310345
bad,2,owner,60,married,yes_rec,freelance,60,140,0,3900,4812,1.230769231
good,13,parents,60,married,no_rec,fixed,60,100,0,950,1152,2.526315789
good,5,owner,24,married,no_rec,freelance,90,143,0,700,900,1.817142857
bad,1,rent,36,married,no_rec,fixed,54,87,0,500,646,2.376
good,6,rent,60,married,no_rec,fixed,62,171,0,1000,1209,6.54
good,20,owner,36,married,no_rec,fixed,75,203,0,1050,1258,4.388571429
good,9,owner,18,married,no_rec,fixed,60,154,0,500,1531,3.384
good,15,owner,12,married,no_rec,fixed,45,130,0,200,1240,5.1
good,0,parents,48,single,no_rec,fixed,35,90,0,1000,1210,2.64
good,5,parents,60,single,no_rec,fixed,35,92,0,1030,1068,3.32038835
good,15,parents,36,married,yes_rec,freelance,75,22,0,375,375,-5.088
good,4,owner,48,married,no_rec,fixed,75,210,0,1800,2628,3.6
good,4,owner,24,married,no_rec,fixed,45,115,0,500,1400,3.36
good,5,parents,18,single,no_rec,fixed,35,80,0,600,1132,1.35
good,2,parents,60,single,no_rec,fixed,35,110,0,860,959,5.23255814
good,4,owner,24,married,no_rec,freelance,75,86,0,900,1100,0.293333333
good,0,owner,60,married,no_rec,others,60,117,0,1200,1347,2.85
good,1,other,42,married,yes_rec,fixed,90,138,606,1400,1700,1.2582
good,7,owner,60,married,no_rec,fixed,45,88,0,850,1033,3.035294118
good,11,parents,12,married,no_rec,fixed,60,54,0,600,1683,-0.12
good,40,rent,18,married,no_rec,freelance,77,166,0,900,2040,1.78
good,10,owner,60,married,no_rec,fixed,75,364,0,1300,1804,13.33846154
good,3,owner,48,married,no_rec,freelance,75,65,1500,1500,2155,-0.8
good,24,owner,60,married,no_rec,freelance,45,109,0,2000,3400,1.92
good,6,parents,36,single,no_rec,fixed,35,57,0,380,490,2.084210526
bad,2,rent,48,divorced,no_rec,fixed,45,99,0,750,1350,3.456
good,3,parents,48,married,no_rec,fixed,45,227,0,1150,1575,7.596521739
good,11,owner,60,single,no_rec,fixed,35,57,0,700,994,1.885714286
good,1,parents,24,single,no_rec,partime,35,80,0,150,400,7.2
bad,5,rent,36,single,no_rec,fixed,42,70,0,850,870,1.185882353
good,1,rent,48,married,no_rec,fixed,86,105,0,1300,1600,0.701538462
bad,1,parents,48,single,yes_rec,fixed,35,65,0,900,1061,1.6
good,20,owner,48,married,no_rec,freelance,75,45,0,2000,3650,-0.72
good,7,parents,48,single,yes_rec,fixed,35,72,0,1000,1051,1.776
good,3,parents,36,married,yes_rec,fixed,60,80,0,1450,1700,0.496551724
good,25,owner,48,married,no_rec,freelance,60,157,0,1990,2460,2.339698492
good,12,owner,36,married,yes_rec,fixed,60,117,0,825,1325,2.487272727
good,4,rent,36,married,no_rec,fixed,55,100,0,300,500,5.4
good,0,priv,12,married,no_rec,fixed,60,130,2000,380,1308,1.578947368
good,15,owner,12,married,no_rec,freelance,75,91,0,700,1420,0.274285714
good,20,owner,12,married,no_rec,freelance,60,67,0,700,1420,0.12
bad,0,other,60,married,yes_rec,fixed,90,69,0,1450,1604,-0.868965517
good,12,owner,54,married,no_rec,fixed,75,113,600,1650,1800,1.047272727
good,10,owner,48,married,no_rec,fixed,75,450,0,1030,1128,17.47572816
good,0,parents,48,single,no_rec,fixed,35,50,0,1000,1091,0.72
bad,2,owner,48,single,no_rec,freelance,35,450,0,1500,1853,13.28
bad,0,ignore,36,married,no_rec,partime,75,87,0,300,480,1.44
good,1,owner,60,married,yes_rec,fixed,45,180,300,1300,1817,6.092307692
good,1,rent,60,married,no_rec,fixed,58,132,0,1275,1381,3.482352941
bad,6,owner,36,married,no_rec,fixed,75,150,600,650,650,3.821538462
good,1,rent,36,married,no_rec,freelance,94,189,1500,1500,2435,1.92
good,15,rent,48,married,yes_rec,fixed,88,125,0,1100,1498,1.614545455
good,11,parents,36,single,no_rec,fixed,35,64,0,600,1314,1.74
good,1,rent,36,married,no_rec,fixed,105,145,0,1000,2275,1.44
bad,1,rent,36,single,no_rec,fixed,42,67,0,1000,1350,0.9
bad,1,owner,36,married,no_rec,partime,45,127,3000,600,745,3.12
good,11,owner,48,married,no_rec,freelance,75,160,0,1150,1156,3.547826087
good,2,owner,60,married,yes_rec,fixed,45,63,0,1100,1683,0.981818182
good,1,owner,36,widow,no_rec,fixed,45,60,0,525,800,1.028571429
good,11,rent,60,single,no_rec,fixed,42,67,0,900,1399,1.666666667
good,3,owner,48,married,no_rec,fixed,75,88,400,1200,1796,0.36
bad,1,rent,48,married,no_rec,partime,77,170,0,1300,2262,3.433846154
good,15,rent,60,married,no_rec,freelance,60,145,0,1300,1625,3.923076923
bad,1,other,42,single,yes_rec,fixed,35,60,0,1200,1616,0.875
good,8,owner,12,married,no_rec,fixed,45,92,2400,100,1492,2.76
good,10,priv,60,married,no_rec,fixed,60,195,0,1900,2150,4.263157895
good,3,rent,36,married,no_rec,fixed,68,80,0,325,400,1.329230769
bad,2,owner,36,single,no_rec,freelance,35,184,30000,750,1350,-7.248
good,0,other,42,single,no_rec,fixed,35,42,0,800,1450,0.3675
good,9,other,36,single,no_rec,fixed,35,125,0,1000,1725,3.24
good,4,rent,48,married,no_rec,fixed,91,161,0,800,1008,4.2
good,0,parents,24,single,no_rec,partime,35,117,0,1000,1489,1.968
good,7,owner,18,married,no_rec,freelance,60,164,0,550,1679,3.403636364
good,1,parents,60,single,no_rec,fixed,35,75,0,1000,1156,2.4
good,25,other,18,married,no_rec,fixed,75,85,0,400,1205,0.45
good,6,rent,60,separated,no_rec,fixed,47,120,0,1100,1700,3.981818182
good,3,rent,48,separated,no_rec,fixed,59,240,0,1300,1627,6.683076923
good,4,owner,60,married,no_rec,freelance,60,250,3400,1250,1300,7.488
bad,0,owner,60,married,no_rec,others,60,78,0,1250,1365,0.864
good,5,owner,18,married,no_rec,fixed,60,102,1300,450,1437,1.16
bad,12,owner,48,married,yes_rec,fixed,45,152,0,1100,2120,4.669090909
good,4,priv,24,married,no_rec,fixed,75,96,0,580,923,0.868965517
bad,9,parents,60,single,yes_rec,fixed,35,92,0,1000,1161,3.42
good,2,parents,60,married,no_rec,fixed,45,199,0,1500,1698,6.16
good,0,owner,48,married,no_rec,partime,75,71,0,1100,1660,-0.174545455
good,13,owner,60,single,no_rec,fixed,45,80,0,1060,1274,1.981132075
good,2,other,42,married,no_rec,fixed,60,190,0,1100,1729,4.963636364
good,8,owner,36,married,no_rec,freelance,75,200,0,700,800,6.428571429
good,14,priv,12,married,no_rec,fixed,90,140,500,400,1432,1.35
bad,11,rent,48,married,no_rec,fixed,59,140,0,1000,1930,3.888
bad,20,owner,36,married,no_rec,fixed,90,114,1500,1000,1193,0.324
good,1,parents,48,single,no_rec,fixed,35,140,0,1400,1728,3.6
good,14,parents,60,married,no_rec,fixed,45,140,0,1150,1301,4.956521739
good,13,owner,48,married,yes_rec,fixed,45,90,0,1000,1198,2.16
good,0,owner,36,married,no_rec,fixed,75,424,700,1000,1690,12.312
good,1,rent,60,married,no_rec,partime,61,155,0,1035,1709,5.449275362
bad,0,owner,60,married,yes_rec,freelance,75,239,0,1650,1861,5.963636364
good,10,rent,60,married,no_rec,fixed,78,175,0,1000,1314,5.82
good,28,parents,24,married,no_rec,freelance,90,180,0,450,1472,4.8
good,8,owner,36,married,no_rec,fixed,60,50,400,300,1890,-1.68
good,1,owner,36,married,no_rec,fixed,45,113,0,1200,1702,2.04
bad,1,rent,48,single,no_rec,fixed,45,100,0,1400,1968,1.885714286
bad,0,other,60,married,yes_rec,fixed,75,122,0,1600,1786,1.7625
good,1,owner,60,married,no_rec,freelance,90,905,15000,1200,1381,33.25
good,1,other,36,single,no_rec,fixed,35,52,0,1000,1152,0.612
good,8,owner,60,married,no_rec,fixed,75,157,1800,1300,1590,2.953846154
good,10,owner,24,married,no_rec,freelance,120,400,2700,600,1080,10.12
good,4,rent,48,married,no_rec,fixed,91,157,0,1300,1501,2.436923077
bad,0,parents,60,married,no_rec,freelance,60,114,0,1000,1110,3.24
bad,10,owner,60,married,no_rec,fixed,45,120,2000,1570,1914,2.101910828
good,9,rent,60,married,no_rec,fixed,91,162,0,1000,1537,4.26
bad,0,owner,48,married,no_rec,freelance,45,184,3648,400,1751,12.3024
good,5,rent,24,married,no_rec,freelance,45,198,0,800,1197,4.59
good,8,owner,36,married,no_rec,freelance,45,78,0,500,670,2.376
bad,0,rent,36,married,no_rec,partime,80,195,0,600,785,6.9
good,2,rent,60,single,no_rec,fixed,75,400,0,1450,1457,13.44827586
bad,0,other,36,married,no_rec,freelance,45,74,0,500,1050,2.088
good,6,rent,24,married,no_rec,fixed,62,166,0,500,1150,4.992
good,20,owner,48,married,no_rec,fixed,60,135,0,1170,1297,3.076923077
good,10,owner,60,married,no_rec,fixed,75,204,0,1400,1460,5.528571429
good,14,owner,36,married,no_rec,fixed,75,155,1000,400,1908,6.3
good,1,owner,36,married,no_rec,fixed,45,120,1100,1750,2245,1.316571429
good,3,parents,60,single,no_rec,fixed,35,130,0,625,1083,9.12
good,2,owner,18,married,no_rec,freelance,90,356,800,700,1073,6.634285714
good,25,other,60,married,no_rec,fixed,90,230,0,800,860,10.5
good,36,owner,48,married,no_rec,fixed,45,100,108,700,1291,3.697371429
good,11,owner,60,married,yes_rec,fixed,60,130,0,1400,1731,3
good,7,owner,60,single,no_rec,fixed,60,145,0,1100,1150,4.636363636
good,0,rent,18,married,yes_rec,partime,98,81,0,300,450,-1.02
good,1,owner,60,married,no_rec,fixed,60,136,0,1000,1688,4.56
good,17,owner,60,married,no_rec,fixed,75,200,2500,1550,1721,3.870967742
bad,2,owner,36,single,yes_rec,freelance,35,184,0,500,1100,10.728
good,18,rent,42,married,no_rec,fixed,76,157,0,800,1687,4.2525
good,0,parents,48,single,no_rec,partime,45,76,0,1640,1649,0.907317073
good,2,owner,60,married,no_rec,freelance,45,200,1500,1600,1866,5.25
good,1,parents,12,single,no_rec,fixed,35,128,0,300,1056,3.72
good,2,owner,18,married,no_rec,fixed,90,90,0,400,1166,0
bad,5,rent,48,separated,yes_rec,partime,39,41,0,1300,1600,0.073846154
good,12,owner,48,married,no_rec,fixed,45,125,0,350,1511,10.97142857
good,1,other,36,single,no_rec,freelance,35,100,0,1950,2074,1.2
good,14,owner,60,married,no_rec,fixed,120,250,0,450,911,17.33333333
bad,3,parents,36,single,yes_rec,fixed,35,47,0,500,700,0.864
good,2,parents,24,married,no_rec,partime,45,57,0,500,974,0.576
bad,6,owner,12,married,yes_rec,fixed,90,78,2700,300,500,-1.56
bad,2,rent,36,married,no_rec,fixed,85,100,0,2100,2300,0.257142857
good,13,owner,60,married,no_rec,fixed,60,102,0,1175,1375,2.144680851
good,0,rent,60,married,no_rec,fixed,58,133,0,400,1136,11.25
good,3,other,48,single,no_rec,freelance,60,104,0,1300,1813,1.624615385
good,15,owner,60,married,yes_rec,freelance,75,1,0,1150,1850,-3.860869565
good,1,parents,48,single,no_rec,freelance,35,500,0,1300,1561,17.16923077
bad,8,rent,60,separated,no_rec,fixed,70,100,0,1300,1510,1.384615385
bad,1,owner,60,single,no_rec,fixed,35,150,0,1580,1756,4.367088608
bad,1,parents,60,single,no_rec,partime,35,115,0,1400,1420,3.428571429
bad,0,owner,48,married,no_rec,freelance,90,38,0,1050,1238,-2.377142857
bad,1,rent,36,married,no_rec,partime,67,67,0,775,850,0
bad,3,rent,60,married,yes_rec,partime,72,123,0,1030,1170,2.970873786
good,18,owner,60,married,no_rec,fixed,45,85,0,1500,1856,1.6
bad,0,owner,60,divorced,yes_rec,fixed,60,60,3378,1400,1703,-1.447714286
bad,4,owner,60,married,no_rec,partime,90,82,1000,1300,1795,-0.830769231
good,1,owner,36,single,no_rec,fixed,35,345,0,2000,2961,5.58
good,0,parents,36,married,no_rec,partime,60,142,0,1000,1426,2.952
good,10,owner,24,married,no_rec,freelance,60,107,0,800,1472,1.41
good,2,owner,60,married,no_rec,fixed,90,161,470,1200,1670,3.315
bad,4,other,60,single,no_rec,partime,35,63,0,900,1777,1.866666667
good,4,owner,24,single,no_rec,fixed,35,79,0,1000,1618,1.056
bad,7,parents,60,married,no_rec,fixed,90,93,0,1300,1588,0.138461538
good,11,owner,36,married,no_rec,fixed,45,137,0,1000,1264,3.312
bad,4,priv,60,married,yes_rec,fixed,60,74,0,870,875,0.965517241
good,15,owner,48,married,no_rec,fixed,60,131,0,770,872,4.425974026
good,4,owner,48,single,no_rec,fixed,45,113,0,1300,1410,2.510769231
bad,1,owner,60,married,no_rec,others,45,30,0,1000,1055,-0.9
good,7,parents,30,married,no_rec,fixed,75,154,125,850,2243,2.744117647
good,28,owner,24,married,no_rec,fixed,75,164,0,600,1190,3.56
good,3,owner,36,married,no_rec,fixed,75,84,144,475,800,0.572968421
bad,1,owner,60,married,no_rec,fixed,45,199,3000,1400,1702,5.314285714
good,3,parents,48,single,no_rec,fixed,35,120,0,1100,2080,3.709090909
good,6,other,60,married,no_rec,fixed,45,234,0,610,1027,18.59016393
good,5,owner,48,married,no_rec,fixed,90,275,1000,1800,2260,4.666666667
good,17,owner,48,married,no_rec,freelance,75,250,1000,1600,2078,4.95
bad,1,rent,48,separated,yes_rec,fixed,46,110,0,900,1312,3.413333333
bad,5,owner,60,married,no_rec,freelance,45,65,0,1400,1847,0.857142857
good,2,rent,36,married,no_rec,freelance,95,200,0,800,1158,4.725
bad,0,rent,48,married,yes_rec,partime,120,300,2000,1500,2977,5.12
bad,6,owner,24,married,no_rec,fixed,75,58,0,175,300,-2.331428571
bad,20,owner,60,married,no_rec,freelance,75,99,0,900,1056,1.6
good,2,owner,48,married,no_rec,fixed,75,139,80,460,1589,6.594782609
good,22,owner,48,married,no_rec,fixed,45,208,0,1000,1698,7.824
good,4,other,12,married,no_rec,fixed,45,99,0,250,1000,2.592
bad,1,rent,60,married,no_rec,freelance,45,54,0,1000,1310,0.54
good,15,priv,60,married,no_rec,fixed,60,140,1680,400,1320,9.48
bad,5,parents,48,single,no_rec,fixed,35,78,0,1000,1154,2.064
good,14,owner,60,married,no_rec,fixed,60,79,0,700,1700,1.628571429
good,1,owner,36,married,no_rec,partime,45,80,0,950,1566,1.326315789
good,12,owner,60,married,no_rec,freelance,60,85,0,1200,1731,1.25
good,25,rent,42,married,no_rec,fixed,57,121,0,750,830,3.584
good,20,owner,36,married,no_rec,freelance,90,250,0,1900,2200,3.031578947
good,1,owner,48,married,no_rec,fixed,45,104,0,1150,1348,2.462608696
good,6,owner,48,married,no_rec,freelance,45,78,0,1100,1526,1.44
good,2,parents,48,single,no_rec,fixed,45,157,0,1450,1769,3.707586207
good,1,rent,48,married,no_rec,fixed,94,192,0,1350,1819,3.484444444
good,16,parents,48,separated,no_rec,fixed,60,103,0,500,862,4.128
bad,6,parents,60,married,no_rec,fixed,45,75,0,1175,1800,1.531914894
bad,8,rent,60,married,no_rec,fixed,53,177,0,1900,2530,3.915789474
bad,0,parents,36,single,yes_rec,fixed,35,75,0,690,790,2.086956522
good,20,owner,18,married,no_rec,fixed,75,210,0,800,1717,3.0375
good,0,owner,24,married,no_rec,others,35,54,0,600,950,0.76
good,5,owner,60,married,no_rec,fixed,75,105,0,1000,1809,1.8
bad,6,priv,36,single,no_rec,partime,35,68,0,500,525,2.376
good,2,parents,24,single,no_rec,partime,35,50,0,900,1472,0.4
good,18,rent,60,married,no_rec,fixed,58,128,0,800,1235,5.25
bad,1,owner,60,married,no_rec,freelance,60,93,3000,850,1104,0.211764706
good,0,owner,12,widow,no_rec,freelance,60,134,0,1800,2309,0.493333333
bad,0,owner,60,married,no_rec,freelance,60,189,0,1600,1815,4.8375
good,4,rent,54,married,no_rec,fixed,74,139,0,900,1132,3.9
good,6,owner,60,married,no_rec,fixed,60,125,0,1500,1531,2.6
good,11,parents,60,married,no_rec,fixed,75,100,0,1150,1230,1.304347826
bad,1,parents,48,single,no_rec,partime,35,50,0,1000,1041,0.72
good,0,owner,30,married,no_rec,freelance,60,155,0,500,635,5.7
good,1,ignore,24,married,no_rec,partime,60,128,0,400,1224,4.08
bad,10,owner,36,married,no_rec,freelance,60,195,0,1000,1905,4.86
good,40,owner,48,married,no_rec,freelance,75,183,0,1200,1308,4.32
bad,0,other,60,married,no_rec,fixed,75,160,0,1300,1350,3.923076923
good,6,other,36,married,no_rec,fixed,60,160,0,550,700,6.545454545
good,5,parents,48,single,no_rec,fixed,35,75,0,1300,1495,1.476923077
bad,0,other,60,married,yes_rec,fixed,60,214,0,1700,2329,5.435294118
good,10,priv,36,married,no_rec,freelance,75,77,0,900,943,0.08
good,5,rent,30,married,no_rec,fixed,81,207,0,700,1460,5.4
good,11,owner,48,married,no_rec,fixed,75,180,1200,700,1703,6.377142857
good,17,owner,24,married,no_rec,fixed,75,132,0,400,1195,3.42
bad,0,owner,60,married,no_rec,partime,45,128,0,1250,1442,3.984
bad,10,rent,60,married,no_rec,fixed,85,96,850,1100,1340,0.136363636
bad,9,other,60,married,no_rec,fixed,60,70,0,1500,1562,0.4
good,19,rent,60,married,no_rec,fixed,88,125,0,1450,1564,1.531034483
bad,5,owner,60,married,no_rec,partime,60,81,0,1540,1770,0.818181818
bad,7,owner,36,married,yes_rec,freelance,90,150,3000,400,882,2.7
good,8,rent,36,married,no_rec,fixed,78,175,0,1000,1187,3.492
good,10,rent,48,married,no_rec,freelance,86,112,0,1000,1000,1.248
good,20,owner,36,married,no_rec,fixed,60,80,0,600,675,1.2
good,0,owner,36,married,no_rec,others,45,73,0,430,1132,2.344186047
bad,6,parents,60,married,no_rec,freelance,105,164,0,480,1481,7.375
good,2,priv,60,married,no_rec,fixed,60,186,4000,1250,1350,4.128
bad,0,owner,48,married,yes_rec,others,45,391,420,2000,2397,8.2032
good,12,owner,48,married,no_rec,partime,45,80,0,800,1228,2.1
good,0,owner,48,married,no_rec,freelance,105,280,0,800,1137,10.5
good,9,rent,36,single,no_rec,fixed,49,136,0,800,1064,3.915
bad,13,other,36,married,no_rec,fixed,75,70,0,450,450,-0.4
bad,5,priv,48,married,yes_rec,fixed,75,199,0,1600,2631,3.72
bad,0,rent,48,married,no_rec,partime,60,150,0,1300,1582,3.323076923
good,3,rent,60,married,no_rec,freelance,74,140,0,800,992,4.95
good,2,other,60,single,no_rec,fixed,45,175,0,1500,1525,5.2
bad,20,owner,60,married,yes_rec,freelance,45,125,0,1500,1600,3.2
good,8,parents,48,single,no_rec,fixed,35,78,0,500,1800,4.128
good,8,owner,36,married,no_rec,fixed,45,75,0,670,857,1.611940299
bad,1,owner,48,divorced,no_rec,fixed,35,210,1500,1650,1679,4.654545455
good,35,owner,36,married,no_rec,freelance,60,125,0,500,1389,4.68
bad,7,other,48,married,no_rec,freelance,45,174,0,1100,1729,5.629090909
bad,2,rent,60,married,no_rec,freelance,70,100,0,1100,1260,1.636363636
good,8,priv,60,married,no_rec,fixed,75,100,192,1400,1460,0.989142857
